id,name,type_1,type_2,height,weight,category,abilities,habitat,color,is_legendary,is_mythical,evolution_chain
744,rockruff,Rock,,5,92,rockruff,"['keen-eye', 'vital-spirit', 'steadfast']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/383/
745,lycanroc-midday,Rock,,8,250,lycanroc,"['keen-eye', 'sand-rush', 'steadfast']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/383/
746,wishiwashi-solo,Water,,2,3,wishiwashi,['schooling'],,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/384/
747,mareanie,Poison,Water,4,80,mareanie,"['merciless', 'limber', 'regenerator']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/385/
748,toxapex,Poison,Water,7,145,toxapex,"['merciless', 'limber', 'regenerator']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/385/
749,mudbray,Ground,,10,1100,mudbray,"['own-tempo', 'stamina', 'inner-focus']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/386/
750,mudsdale,Ground,,25,9200,mudsdale,"['own-tempo', 'stamina', 'inner-focus']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/386/
751,dewpider,Water,Bug,3,40,dewpider,"['water-bubble', 'water-absorb']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/387/
752,araquanid,Water,Bug,18,820,araquanid,"['water-bubble', 'water-absorb']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/387/
753,fomantis,Grass,,3,15,fomantis,"['leaf-guard', 'contrary']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/388/
754,lurantis,Grass,,9,185,lurantis,"['leaf-guard', 'contrary']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/388/
755,morelull,Grass,Fairy,2,15,morelull,"['illuminate', 'effect-spore', 'rain-dish']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/389/
756,shiinotic,Grass,Fairy,10,115,shiinotic,"['illuminate', 'effect-spore', 'rain-dish']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/389/
757,salandit,Poison,Fire,6,48,salandit,"['corrosion', 'oblivious']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/390/
758,salazzle,Poison,Fire,12,222,salazzle,"['corrosion', 'oblivious']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/390/
759,stufful,Normal,Fighting,5,68,stufful,"['fluffy', 'klutz', 'cute-charm']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/391/
760,bewear,Normal,Fighting,21,1350,bewear,"['fluffy', 'klutz', 'unnerve']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/391/
761,bounsweet,Grass,,3,32,bounsweet,"['leaf-guard', 'oblivious', 'sweet-veil']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/392/
762,steenee,Grass,,7,82,steenee,"['leaf-guard', 'oblivious', 'sweet-veil']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/392/
763,tsareena,Grass,,12,214,tsareena,"['leaf-guard', 'queenly-majesty', 'sweet-veil']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/392/
764,comfey,Fairy,,1,3,comfey,"['flower-veil', 'triage', 'natural-cure']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/393/
765,oranguru,Normal,Psychic,15,760,oranguru,"['inner-focus', 'telepathy', 'symbiosis']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/394/
766,passimian,Fighting,,20,828,passimian,"['receiver', 'defiant']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/395/
767,wimpod,Bug,Water,5,120,wimpod,['wimp-out'],,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/396/
768,golisopod,Bug,Water,20,1080,golisopod,['emergency-exit'],,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/396/
769,sandygast,Ghost,Ground,5,700,sandygast,"['water-compaction', 'sand-veil']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/397/
770,palossand,Ghost,Ground,13,2500,palossand,"['water-compaction', 'sand-veil']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/397/
771,pyukumuku,Water,,3,12,pyukumuku,"['innards-out', 'unaware']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/398/
772,type-null,Normal,,19,1205,type-null,['battle-armor'],,gray,True,False,https://pokeapi.co/api/v2/evolution-chain/399/
773,silvally,Normal,,23,1005,silvally,['rks-system'],,gray,True,False,https://pokeapi.co/api/v2/evolution-chain/399/
774,minior-red-meteor,Rock,Flying,3,400,minior,['shields-down'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/400/
775,komala,Normal,,4,199,komala,['comatose'],,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/401/
776,turtonator,Fire,Dragon,20,2120,turtonator,['shell-armor'],,red,False,False,https://pokeapi.co/api/v2/evolution-chain/402/
777,togedemaru,Electric,Steel,3,33,togedemaru,"['iron-barbs', 'lightning-rod', 'sturdy']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/403/
778,mimikyu-disguised,Ghost,Fairy,2,7,mimikyu,['disguise'],,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/404/
779,bruxish,Water,Psychic,9,190,bruxish,"['dazzling', 'strong-jaw', 'wonder-skin']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/405/
780,drampa,Normal,Dragon,30,1850,drampa,"['berserk', 'sap-sipper', 'cloud-nine']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/406/
781,dhelmise,Ghost,Grass,39,2100,dhelmise,['steelworker'],,green,False,False,https://pokeapi.co/api/v2/evolution-chain/407/
782,jangmo-o,Dragon,,6,297,jangmo-o,"['bulletproof', 'soundproof', 'overcoat']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/408/
783,hakamo-o,Dragon,Fighting,12,470,hakamo-o,"['bulletproof', 'soundproof', 'overcoat']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/408/
784,kommo-o,Dragon,Fighting,16,782,kommo-o,"['bulletproof', 'soundproof', 'overcoat']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/408/
785,tapu-koko,Electric,Fairy,18,205,tapu-koko,"['electric-surge', 'telepathy']",,yellow,True,False,https://pokeapi.co/api/v2/evolution-chain/409/
786,tapu-lele,Psychic,Fairy,12,186,tapu-lele,"['psychic-surge', 'telepathy']",,pink,True,False,https://pokeapi.co/api/v2/evolution-chain/410/
787,tapu-bulu,Grass,Fairy,19,455,tapu-bulu,"['grassy-surge', 'telepathy']",,red,True,False,https://pokeapi.co/api/v2/evolution-chain/411/
788,tapu-fini,Water,Fairy,13,212,tapu-fini,"['misty-surge', 'telepathy']",,purple,True,False,https://pokeapi.co/api/v2/evolution-chain/412/
789,cosmog,Psychic,,2,1,cosmog,['unaware'],,blue,True,False,https://pokeapi.co/api/v2/evolution-chain/413/
790,cosmoem,Psychic,,1,9999,cosmoem,['sturdy'],,blue,True,False,https://pokeapi.co/api/v2/evolution-chain/413/
791,solgaleo,Psychic,Steel,34,2300,solgaleo,['full-metal-body'],,white,True,False,https://pokeapi.co/api/v2/evolution-chain/413/
792,lunala,Psychic,Ghost,40,1200,lunala,['shadow-shield'],,purple,True,False,https://pokeapi.co/api/v2/evolution-chain/413/
793,nihilego,Rock,Poison,12,555,nihilego,['beast-boost'],,white,False,False,https://pokeapi.co/api/v2/evolution-chain/414/
794,buzzwole,Bug,Fighting,24,3336,buzzwole,['beast-boost'],,red,False,False,https://pokeapi.co/api/v2/evolution-chain/415/
795,pheromosa,Bug,Fighting,18,250,pheromosa,['beast-boost'],,white,False,False,https://pokeapi.co/api/v2/evolution-chain/416/
796,xurkitree,Electric,,38,1000,xurkitree,['beast-boost'],,black,False,False,https://pokeapi.co/api/v2/evolution-chain/417/
797,celesteela,Steel,Flying,92,9999,celesteela,['beast-boost'],,green,False,False,https://pokeapi.co/api/v2/evolution-chain/418/
798,kartana,Grass,Steel,3,1,kartana,['beast-boost'],,white,False,False,https://pokeapi.co/api/v2/evolution-chain/419/
799,guzzlord,Dark,Dragon,55,8880,guzzlord,['beast-boost'],,black,False,False,https://pokeapi.co/api/v2/evolution-chain/420/
800,necrozma,Psychic,,24,2300,necrozma,['prism-armor'],,black,True,False,https://pokeapi.co/api/v2/evolution-chain/421/
801,magearna,Steel,Fairy,10,805,magearna,['soul-heart'],,gray,False,True,https://pokeapi.co/api/v2/evolution-chain/422/
802,marshadow,Fighting,Ghost,7,222,marshadow,['technician'],,gray,False,True,https://pokeapi.co/api/v2/evolution-chain/423/
803,poipole,Poison,,6,18,poipole,['beast-boost'],,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/424/
804,naganadel,Poison,Dragon,36,1500,naganadel,['beast-boost'],,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/424/
805,stakataka,Rock,Steel,55,8200,stakataka,['beast-boost'],,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/425/
806,blacephalon,Fire,Ghost,18,130,blacephalon,['beast-boost'],,white,False,False,https://pokeapi.co/api/v2/evolution-chain/426/
807,zeraora,Electric,,15,445,zeraora,['volt-absorb'],,yellow,False,True,https://pokeapi.co/api/v2/evolution-chain/427/
808,meltan,Steel,,2,80,meltan,['magnet-pull'],,gray,False,True,https://pokeapi.co/api/v2/evolution-chain/428/
809,melmetal,Steel,,25,8000,melmetal,['iron-fist'],,gray,False,True,https://pokeapi.co/api/v2/evolution-chain/429/
810,grookey,Grass,,3,50,grookey,"['overgrow', 'grassy-surge']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/430/
811,thwackey,Grass,,7,140,thwackey,"['overgrow', 'grassy-surge']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/430/
812,rillaboom,Grass,,21,900,rillaboom,"['overgrow', 'grassy-surge']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/430/
813,scorbunny,Fire,,3,45,scorbunny,"['blaze', 'libero']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/431/
814,raboot,Fire,,6,90,raboot,"['blaze', 'libero']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/431/
815,cinderace,Fire,,14,330,cinderace,"['blaze', 'libero']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/431/
816,sobble,Water,,3,40,sobble,"['torrent', 'sniper']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/432/
817,drizzile,Water,,7,115,drizzile,"['torrent', 'sniper']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/432/
818,inteleon,Water,,19,452,inteleon,"['torrent', 'sniper']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/432/
819,skwovet,Normal,,3,25,skwovet,"['cheek-pouch', 'gluttony']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/433/
820,greedent,Normal,,6,60,greedent,"['cheek-pouch', 'gluttony']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/433/
821,rookidee,Flying,,2,18,rookidee,"['keen-eye', 'unnerve', 'big-pecks']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/434/
822,corvisquire,Flying,,8,160,corvisquire,"['keen-eye', 'unnerve', 'big-pecks']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/434/
823,corviknight,Flying,Steel,22,750,corviknight,"['pressure', 'unnerve', 'mirror-armor']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/434/
824,blipbug,Bug,,4,80,blipbug,"['swarm', 'compound-eyes', 'telepathy']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/435/
825,dottler,Bug,Psychic,4,195,dottler,"['swarm', 'compound-eyes', 'telepathy']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/435/
826,orbeetle,Bug,Psychic,4,408,orbeetle,"['swarm', 'frisk', 'telepathy']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/435/
827,nickit,Dark,,6,89,nickit,"['run-away', 'unburden', 'stakeout']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/436/
828,thievul,Dark,,12,199,thievul,"['run-away', 'unburden', 'stakeout']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/436/
829,gossifleur,Grass,,4,22,gossifleur,"['cotton-down', 'regenerator', 'effect-spore']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/437/
830,eldegoss,Grass,,5,25,eldegoss,"['cotton-down', 'regenerator', 'effect-spore']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/437/
831,wooloo,Normal,,6,60,wooloo,"['fluffy', 'run-away', 'bulletproof']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/438/
832,dubwool,Normal,,13,430,dubwool,"['fluffy', 'steadfast', 'bulletproof']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/438/
833,chewtle,Water,,3,85,chewtle,"['strong-jaw', 'shell-armor', 'swift-swim']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/439/
834,drednaw,Water,Rock,10,1155,drednaw,"['strong-jaw', 'shell-armor', 'swift-swim']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/439/
835,yamper,Electric,,3,135,yamper,"['ball-fetch', 'rattled']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/440/
836,boltund,Electric,,10,340,boltund,"['strong-jaw', 'competitive']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/440/
837,rolycoly,Rock,,3,120,rolycoly,"['steam-engine', 'heatproof', 'flash-fire']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/441/
838,carkol,Rock,Fire,11,780,carkol,"['steam-engine', 'flame-body', 'flash-fire']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/441/
839,coalossal,Rock,Fire,28,3105,coalossal,"['steam-engine', 'flame-body', 'flash-fire']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/441/
840,applin,Grass,Dragon,2,5,applin,"['ripen', 'gluttony', 'bulletproof']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/442/
841,flapple,Grass,Dragon,3,10,flapple,"['ripen', 'gluttony', 'hustle']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/442/
842,appletun,Grass,Dragon,4,130,appletun,"['ripen', 'gluttony', 'thick-fat']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/442/
843,silicobra,Ground,,22,76,silicobra,"['sand-spit', 'shed-skin', 'sand-veil']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/443/
844,sandaconda,Ground,,38,655,sandaconda,"['sand-spit', 'shed-skin', 'sand-veil']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/443/
845,cramorant,Flying,Water,8,180,cramorant,['gulp-missile'],,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/444/
846,arrokuda,Water,,5,10,arrokuda,"['swift-swim', 'propeller-tail']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/445/
847,barraskewda,Water,,13,300,barraskewda,"['swift-swim', 'propeller-tail']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/445/
848,toxel,Electric,Poison,4,110,toxel,"['rattled', 'static', 'klutz']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/446/
849,toxtricity-amped,Electric,Poison,16,400,toxtricity,"['punk-rock', 'plus', 'technician']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/446/
850,sizzlipede,Fire,Bug,7,10,sizzlipede,"['flash-fire', 'white-smoke', 'flame-body']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/447/
851,centiskorch,Fire,Bug,30,1200,centiskorch,"['flash-fire', 'white-smoke', 'flame-body']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/447/
852,clobbopus,Fighting,,6,40,clobbopus,"['limber', 'technician']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/448/
853,grapploct,Fighting,,16,390,grapploct,"['limber', 'technician']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/448/
854,sinistea,Ghost,,1,2,sinistea,"['weak-armor', 'cursed-body']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/449/
855,polteageist,Ghost,,2,4,polteageist,"['weak-armor', 'cursed-body']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/449/
856,hatenna,Psychic,,4,34,hatenna,"['healer', 'anticipation', 'magic-bounce']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/450/
857,hattrem,Psychic,,6,48,hattrem,"['healer', 'anticipation', 'magic-bounce']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/450/
858,hatterene,Psychic,Fairy,21,51,hatterene,"['healer', 'anticipation', 'magic-bounce']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/450/
859,impidimp,Dark,Fairy,4,55,impidimp,"['prankster', 'frisk', 'pickpocket']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/451/
860,morgrem,Dark,Fairy,8,125,morgrem,"['prankster', 'frisk', 'pickpocket']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/451/
861,grimmsnarl,Dark,Fairy,15,610,grimmsnarl,"['prankster', 'frisk', 'pickpocket']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/451/
862,obstagoon,Dark,Normal,16,460,obstagoon,"['reckless', 'guts', 'defiant']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/134/
863,perrserker,Steel,,8,280,perrserker,"['battle-armor', 'tough-claws', 'steely-spirit']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/22/
864,cursola,Ghost,,10,4,cursola,"['weak-armor', 'perish-body']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/113/
865,sirfetchd,Fighting,,8,1170,sirfetchd,"['steadfast', 'scrappy']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/35/
866,mr-rime,Ice,Psychic,15,582,mr-rime,"['tangled-feet', 'screen-cleaner', 'ice-body']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/57/
867,runerigus,Ground,Ghost,16,666,runerigus,['wandering-spirit'],,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/287/
868,milcery,Fairy,,2,3,milcery,"['sweet-veil', 'aroma-veil']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/452/
869,alcremie,Fairy,,3,5,alcremie,"['sweet-veil', 'aroma-veil']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/452/
870,falinks,Fighting,,30,620,falinks,"['battle-armor', 'defiant']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/453/
871,pincurchin,Electric,,3,10,pincurchin,"['lightning-rod', 'electric-surge']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/454/
872,snom,Ice,Bug,3,38,snom,"['shield-dust', 'ice-scales']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/455/
873,frosmoth,Ice,Bug,13,420,frosmoth,"['shield-dust', 'ice-scales']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/455/
874,stonjourner,Rock,,25,5200,stonjourner,['power-spot'],,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/456/
875,eiscue-ice,Ice,,14,890,eiscue,['ice-face'],,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/457/
876,indeedee-male,Psychic,Normal,9,280,indeedee,"['inner-focus', 'synchronize', 'psychic-surge']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/458/
877,morpeko-full-belly,Electric,Dark,3,30,morpeko,['hunger-switch'],,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/459/
878,cufant,Steel,,12,1000,cufant,"['sheer-force', 'heavy-metal']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/460/
879,copperajah,Steel,,30,6500,copperajah,"['sheer-force', 'heavy-metal']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/460/
880,dracozolt,Electric,Dragon,18,1900,dracozolt,"['volt-absorb', 'hustle', 'sand-rush']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/461/
881,arctozolt,Electric,Ice,23,1500,arctozolt,"['volt-absorb', 'static', 'slush-rush']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/462/
882,dracovish,Water,Dragon,23,2150,dracovish,"['water-absorb', 'strong-jaw', 'sand-rush']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/463/
883,arctovish,Water,Ice,20,1750,arctovish,"['water-absorb', 'ice-body', 'slush-rush']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/464/
884,duraludon,Steel,Dragon,18,400,duraludon,"['light-metal', 'heavy-metal', 'stalwart']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/465/
885,dreepy,Dragon,Ghost,5,20,dreepy,"['clear-body', 'infiltrator', 'cursed-body']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/466/
886,drakloak,Dragon,Ghost,14,110,drakloak,"['clear-body', 'infiltrator', 'cursed-body']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/466/
887,dragapult,Dragon,Ghost,30,500,dragapult,"['clear-body', 'infiltrator', 'cursed-body']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/466/
888,zacian,Fairy,,28,1100,zacian,['intrepid-sword'],,blue,True,False,https://pokeapi.co/api/v2/evolution-chain/467/
889,zamazenta,Fighting,,29,2100,zamazenta,['dauntless-shield'],,red,True,False,https://pokeapi.co/api/v2/evolution-chain/468/
890,eternatus,Poison,Dragon,200,9500,eternatus,['pressure'],,purple,True,False,https://pokeapi.co/api/v2/evolution-chain/469/
891,kubfu,Fighting,,6,120,kubfu,['inner-focus'],,gray,True,False,https://pokeapi.co/api/v2/evolution-chain/470/
892,urshifu-single-strike,Fighting,Dark,19,1050,urshifu,['unseen-fist'],,gray,True,False,https://pokeapi.co/api/v2/evolution-chain/470/
893,zarude,Dark,Grass,18,700,zarude,['leaf-guard'],,green,False,True,https://pokeapi.co/api/v2/evolution-chain/471/
894,regieleki,Electric,,12,1450,regieleki,['transistor'],,yellow,True,False,https://pokeapi.co/api/v2/evolution-chain/472/
895,regidrago,Dragon,,21,2000,regidrago,['dragons-maw'],,green,True,False,https://pokeapi.co/api/v2/evolution-chain/473/
896,glastrier,Ice,,22,8000,glastrier,['chilling-neigh'],,white,True,False,https://pokeapi.co/api/v2/evolution-chain/474/
897,spectrier,Ghost,,20,445,spectrier,['grim-neigh'],,black,True,False,https://pokeapi.co/api/v2/evolution-chain/475/
898,calyrex,Psychic,Grass,11,77,calyrex,['unnerve'],,green,True,False,https://pokeapi.co/api/v2/evolution-chain/476/
899,wyrdeer,Normal,Psychic,18,951,wyrdeer,"['intimidate', 'frisk', 'sap-sipper']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/120/
900,kleavor,Bug,Rock,18,890,kleavor,"['swarm', 'sheer-force', 'sharpness']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/58/
901,ursaluna,Ground,Normal,24,2900,ursaluna,"['guts', 'bulletproof', 'unnerve']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/110/
902,basculegion-male,Water,Ghost,30,1100,basculegion,"['swift-swim', 'adaptability', 'mold-breaker']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/280/
903,sneasler,Fighting,Poison,13,430,sneasler,"['pressure', 'unburden', 'poison-touch']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/109/
904,overqwil,Dark,Poison,25,605,overqwil,"['poison-point', 'swift-swim', 'intimidate']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/106/
905,enamorus-incarnate,Fairy,Flying,16,480,enamorus,"['cute-charm', 'contrary']",,pink,True,False,https://pokeapi.co/api/v2/evolution-chain/477/
906,sprigatito,Grass,,4,41,sprigatito,"['overgrow', 'protean']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/478/
907,floragato,Grass,,9,122,floragato,"['overgrow', 'protean']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/478/
908,meowscarada,Grass,Dark,15,312,meowscarada,"['overgrow', 'protean']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/478/
909,fuecoco,Fire,,4,98,fuecoco,"['blaze', 'unaware']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/479/
910,crocalor,Fire,,10,307,crocalor,"['blaze', 'unaware']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/479/
911,skeledirge,Fire,Ghost,16,3265,skeledirge,"['blaze', 'unaware']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/479/
912,quaxly,Water,,5,61,quaxly,"['torrent', 'moxie']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/480/
913,quaxwell,Water,,12,215,quaxwell,"['torrent', 'moxie']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/480/
914,quaquaval,Water,Fighting,18,619,quaquaval,"['torrent', 'moxie']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/480/
915,lechonk,Normal,,5,102,lechonk,"['aroma-veil', 'gluttony', 'thick-fat']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/481/
916,oinkologne-male,Normal,,10,1200,oinkologne,"['lingering-aroma', 'gluttony', 'thick-fat']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/481/
917,tarountula,Bug,,3,40,tarountula,"['insomnia', 'stakeout']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/482/
918,spidops,Bug,,10,165,spidops,"['insomnia', 'stakeout']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/482/
919,nymble,Bug,,2,10,nymble,"['swarm', 'tinted-lens']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/483/
920,lokix,Bug,Dark,10,175,lokix,"['swarm', 'tinted-lens']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/483/
921,pawmi,Electric,,3,25,pawmi,"['static', 'natural-cure', 'iron-fist']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/484/
922,pawmo,Electric,Fighting,4,65,pawmo,"['volt-absorb', 'natural-cure', 'iron-fist']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/484/
923,pawmot,Electric,Fighting,9,410,pawmot,"['volt-absorb', 'natural-cure', 'iron-fist']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/484/
924,tandemaus,Normal,,3,18,tandemaus,"['run-away', 'pickup', 'own-tempo']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/485/
925,maushold-family-of-four,Normal,,3,23,maushold,"['friend-guard', 'cheek-pouch', 'technician']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/485/
926,fidough,Fairy,,3,109,fidough,"['own-tempo', 'klutz']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/486/
927,dachsbun,Fairy,,5,149,dachsbun,"['well-baked-body', 'aroma-veil']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/486/
928,smoliv,Grass,Normal,3,65,smoliv,"['early-bird', 'harvest']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/487/
929,dolliv,Grass,Normal,6,119,dolliv,"['early-bird', 'harvest']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/487/
930,arboliva,Grass,Normal,14,482,arboliva,"['seed-sower', 'harvest']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/487/
931,squawkabilly-green-plumage,Normal,Flying,6,24,squawkabilly,"['intimidate', 'hustle', 'guts']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/488/
932,nacli,Rock,,4,160,nacli,"['purifying-salt', 'sturdy', 'clear-body']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/489/
933,naclstack,Rock,,6,1050,naclstack,"['purifying-salt', 'sturdy', 'clear-body']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/489/
